"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"COX6A11",4.15448708978528e-05,0.358978718309152,0.981,0.875,1,"10","COX6A1"
"PTAR12",4.16556675526565e-05,0.587402624564463,0.481,0.292,1,"10","PTAR1"
"ERCC12",4.19011845108538e-05,0.511415899605962,0.717,0.565,1,"10","ERCC1"
"TOMM221",4.1934760607511e-05,0.5062377100053,0.689,0.509,1,"10","TOMM22"
"ZFR1",4.2248095326641e-05,0.526792149657263,0.623,0.426,1,"10","ZFR"
"LINC015784",4.24389684394887e-05,0.33756623288035,0.943,0.849,1,"10","LINC01578"
"NUP188",4.2622182589998e-05,0.917661341230315,0.255,0.118,1,"10","NUP188"
"CCDC43",4.27285865975851e-05,0.908948775837254,0.387,0.22,1,"10","CCDC43"
"HINT23",4.27722766318131e-05,0.640936395913514,0.594,0.398,1,"10","HINT2"
"MDH12",4.29735962162836e-05,0.443624779287485,0.84,0.611,1,"10","MDH1"
"ZNF5122",4.30644482155154e-05,1.0982941744977,0.283,0.14,1,"10","ZNF512"
"MSX13",4.37151161217471e-05,0.814369274646874,0.453,0.274,1,"10","MSX1"
"CIRBP4",4.38660408342024e-05,0.287014217119006,0.991,0.918,1,"10","CIRBP"
"GTPBP41",4.39702578581543e-05,0.944636311319909,0.387,0.221,1,"10","GTPBP4"
"PSMD3",4.39998988969595e-05,0.553916824848676,0.689,0.486,1,"10","PSMD3"
"RMND5B1",4.40129434841283e-05,0.983562941940521,0.321,0.167,1,"10","RMND5B"
"TSC22D22",4.40342684822158e-05,0.742128500023635,0.5,0.325,1,"10","TSC22D2"
"CRK2",4.41968517641767e-05,0.652816377977264,0.613,0.423,1,"10","CRK"
"KDM2A1",4.48019485140818e-05,0.603908703226157,0.481,0.29,1,"10","KDM2A"
"MIS122",4.50561755529899e-05,0.838484377933187,0.349,0.188,1,"10","MIS12"
"PDPN3",4.51362982414284e-05,0.369115899032433,0.632,0.403,1,"10","PDPN"
"MAPK11",4.52199978380381e-05,0.4449297053848,0.642,0.435,1,"10","MAPK1"
"AKIRIN13",4.63581767118911e-05,0.412495691393074,0.755,0.571,1,"10","AKIRIN1"
"MIR181A1HG1",4.65635537726126e-05,0.792417437719429,0.33,0.172,1,"10","MIR181A1HG"
"PSMA3-AS11",4.77353446762729e-05,0.362519467245891,0.538,0.313,1,"10","PSMA3-AS1"
"CKAP41",4.80539186292824e-05,0.921286818945105,0.396,0.229,1,"10","CKAP4"
"USP10",4.83938960438986e-05,0.805891448953543,0.396,0.227,1,"10","USP10"
"NDUFS13",4.87442259318378e-05,0.718928143720249,0.472,0.297,1,"10","NDUFS1"
"LCMT11",4.91670627867125e-05,0.525910022047416,0.528,0.322,1,"10","LCMT1"
"MED251",4.94228328119701e-05,0.728283192028625,0.406,0.238,1,"10","MED25"
"PRKACA1",4.94932431878668e-05,0.597168157485674,0.368,0.197,1,"10","PRKACA"
"ZNF1342",4.95488121868216e-05,0.975997271590796,0.274,0.136,1,"10","ZNF134"
"EED",4.97842638504367e-05,0.984513241152085,0.33,0.177,1,"10","EED"
"MRPL333",4.99806685102189e-05,0.537761852431757,0.736,0.56,1,"10","MRPL33"
"UBE2M2",5.00664273079954e-05,0.526587792080776,0.887,0.722,1,"10","UBE2M"
"RPS6KB1",5.06939468325899e-05,0.965359594877314,0.377,0.218,1,"10","RPS6KB1"
"CCAR2",5.07627316682388e-05,0.673622667462425,0.349,0.188,1,"10","CCAR2"
"ARID1B2",5.08080164666403e-05,0.671742936761734,0.642,0.435,1,"10","ARID1B"
"USP163",5.13097400531163e-05,0.521620970843024,0.613,0.42,1,"10","USP16"
"AGT3",5.13670653521903e-05,0.449367740650101,0.585,0.364,1,"10","AGT"
"MPLKIP3",5.15816758791236e-05,0.587954001889955,0.67,0.471,1,"10","MPLKIP"
"MCAM",5.19799230119166e-05,0.612510673436509,0.274,0.132,1,"10","MCAM"
"MGAT2",5.20378290677137e-05,0.870769621748185,0.358,0.195,1,"10","MGAT2"
"PIAS4",5.23363405200706e-05,0.970693539018362,0.283,0.143,1,"10","PIAS4"
"DLD4",5.28571748468612e-05,0.625535879266939,0.528,0.338,1,"10","DLD"
"MRPS171",5.31140937893514e-05,0.994850629689036,0.462,0.294,1,"10","MRPS17"
"GSKIP",5.36484712335291e-05,1.10054880031861,0.34,0.192,1,"10","GSKIP"
"MTERF32",5.4202387438169e-05,0.851279321783922,0.292,0.147,1,"10","MTERF3"
"PNKP",5.4587541978202e-05,0.779658678019091,0.462,0.278,1,"10","PNKP"
"UBE2R23",5.49337983510783e-05,0.446741374559785,0.717,0.541,1,"10","UBE2R2"
"NDUFAF82",5.52519971423123e-05,0.565901857066691,0.623,0.464,1,"10","NDUFAF8"
"NEPRO1",5.59094415932614e-05,0.774643406003081,0.472,0.284,1,"10","NEPRO"
"TSG1011",5.60889955478052e-05,0.534154879918626,0.623,0.423,1,"10","TSG101"
"CEP85L2",5.62268460354017e-05,1.10009358383486,0.368,0.212,1,"10","CEP85L"
"PTGFRN2",5.62623914412656e-05,0.944277494104053,0.33,0.178,1,"10","PTGFRN"
"DRG11",5.63286945647302e-05,0.945253885019683,0.415,0.249,1,"10","DRG1"
"THUMPD13",5.65863009840753e-05,0.538913293644273,0.5,0.31,1,"10","THUMPD1"
"UQCC22",5.69685955225852e-05,0.660645294996066,0.604,0.444,1,"10","UQCC2"
"ACSL31",5.7151343328811e-05,0.530516330245638,0.689,0.529,1,"10","ACSL3"
"ZNF913",5.82323172409428e-05,0.734714914222737,0.462,0.279,1,"10","ZNF91"
"FAM118B2",5.83768860910012e-05,0.779986916787792,0.274,0.133,1,"10","FAM118B"
"CHPT13",5.85735362639256e-05,0.353810479631993,0.66,0.407,1,"10","CHPT1"
"CEP951",5.86601645158154e-05,0.584637973805912,0.377,0.205,1,"10","CEP95"
"SLC39A103",5.87717970123791e-05,1.01423799968243,0.377,0.23,1,"10","SLC39A10"
"ZNF6773",5.9102843579735e-05,0.726404578777317,0.358,0.2,1,"10","ZNF677"
"ZNF5771",6.08191130276829e-05,0.987964302361151,0.274,0.137,1,"10","ZNF577"
"SON3",6.11425561043349e-05,0.457647532913639,0.811,0.727,1,"10","SON"
"CRLS12",6.13558152583093e-05,0.93214537337134,0.472,0.307,1,"10","CRLS1"
"LYRM71",6.1866392817743e-05,0.924701983757374,0.33,0.174,1,"10","LYRM7"
"TAX1BP13",6.26018310831842e-05,0.498908390636708,0.783,0.659,1,"10","TAX1BP1"
"RNASEH11",6.27021566721679e-05,0.776365841454213,0.406,0.235,1,"10","RNASEH1"
"RAD51D1",6.29476261622917e-05,0.926579402374325,0.274,0.137,1,"10","RAD51D"
"TMEM543",6.30921019613027e-05,0.752461043155671,0.415,0.244,1,"10","TMEM54"
"MRPS7",6.30975208967237e-05,0.729278830379807,0.623,0.439,1,"10","MRPS7"
"AP2A12",6.31983366206024e-05,0.884754872054482,0.509,0.341,1,"10","AP2A1"
"TTL2",6.33649278421577e-05,0.676488284825159,0.396,0.224,1,"10","TTL"
"NUDC1",6.34492412665593e-05,0.453493900548018,0.821,0.697,1,"10","NUDC"
"AHCY2",6.38295270424059e-05,1.11619760662343,0.453,0.308,1,"10","AHCY"
"GPATCH41",6.3860589042551e-05,0.985255863169255,0.321,0.172,1,"10","GPATCH4"
"GDAP13",6.39628941270035e-05,0.905319657901769,0.34,0.19,1,"10","GDAP1"
"GDE13",6.46049331707157e-05,0.751062349839231,0.491,0.31,1,"10","GDE1"
"LARP1B1",6.46605429161273e-05,0.680522121369121,0.377,0.215,1,"10","LARP1B"
"CCDC84",6.57241872989116e-05,0.836374717508136,0.311,0.163,1,"10","CCDC84"
"PSMD114",6.57294908495749e-05,0.475778346800737,0.689,0.507,1,"10","PSMD11"
"POP52",6.60043007527818e-05,0.73764736150345,0.462,0.287,1,"10","POP5"
"IDH3B1",6.605166202335e-05,0.624186632803598,0.519,0.328,1,"10","IDH3B"
"VKORC1L11",6.61539045874652e-05,0.766196999708444,0.443,0.275,1,"10","VKORC1L1"
"NAA502",6.67038820528429e-05,0.426459976184815,0.698,0.479,1,"10","NAA50"
"YWHAG4",6.78296615359591e-05,0.483842447729578,0.726,0.562,1,"10","YWHAG"
"KPNA31",6.79158269027434e-05,0.721508485433084,0.538,0.368,1,"10","KPNA3"
"NIP72",6.80080157403409e-05,0.826076057511811,0.415,0.249,1,"10","NIP7"
"KMT5B3",6.84563042658842e-05,0.632115456142828,0.443,0.263,1,"10","KMT5B"
"KCMF12",6.91078578174236e-05,0.61011542062708,0.585,0.387,1,"10","KCMF1"
"HSPA14.1",6.91232434801034e-05,1.10321203824156,0.255,0.121,1,"10","HSPA14.1"
"OIP5-AS11",6.929734394259e-05,0.698405015805978,0.472,0.306,1,"10","OIP5-AS1"
"ITGB3BP3",6.98730445068354e-05,0.770023508078781,0.453,0.288,1,"10","ITGB3BP"
"RWDD42",7.09304489693782e-05,0.874387046429215,0.415,0.254,1,"10","RWDD4"
"APTX",7.10303211454903e-05,0.673963857550824,0.434,0.257,1,"10","APTX"
"ARL14EP1",7.17948888540212e-05,0.635068747828137,0.377,0.21,1,"10","ARL14EP"
"MRPS141",7.18315416701979e-05,0.710341937135288,0.462,0.291,1,"10","MRPS14"
"ZMAT32",7.21008777522894e-05,0.613480793790905,0.547,0.366,1,"10","ZMAT3"
"FUNDC22",7.25331858420463e-05,0.556953470316307,0.689,0.483,1,"10","FUNDC2"
"MAPK1IP1L2",7.40551864604959e-05,0.577457998239319,0.623,0.442,1,"10","MAPK1IP1L"
"FAAP100",7.42157706805444e-05,0.899331057453057,0.292,0.148,1,"10","FAAP100"
"CPTP1",7.42881840491497e-05,0.793559812759809,0.321,0.167,1,"10","CPTP"
"GPD21",7.44100070865239e-05,0.862824120469741,0.283,0.144,1,"10","GPD2"
"NRXN23",7.45225673975466e-05,1.01526554315556,0.33,0.185,1,"10","NRXN2"
"POLR2D1",7.47827038074706e-05,0.749289667096025,0.321,0.171,1,"10","POLR2D"
"CNIH42",7.52078338873534e-05,0.718650979133307,0.632,0.478,1,"10","CNIH4"
"LSG11",7.57097087655529e-05,0.820707839566543,0.321,0.172,1,"10","LSG1"
"TECPR12",7.62469819610056e-05,0.626881026685355,0.302,0.156,1,"10","TECPR1"
"ZUP1",7.69044406548219e-05,0.822147406455267,0.283,0.14,1,"10","ZUP1"
"DGCR22",7.70742656573998e-05,0.650537613720822,0.453,0.272,1,"10","DGCR2"
"TRIM331",7.74074224173592e-05,0.49874384277709,0.462,0.277,1,"10","TRIM33"
"CCDC473",7.74453032659448e-05,0.53419462847192,0.755,0.592,1,"10","CCDC47"
"TMEM2592",7.90587806424992e-05,0.49257526604586,0.755,0.626,1,"10","TMEM259"
"SURF62",7.96598778184581e-05,0.769889326036023,0.311,0.162,1,"10","SURF6"
"UQCR113",8.005690212315e-05,0.310755312547222,0.962,0.815,1,"10","UQCR11"
"BPGM2",8.09472920519495e-05,0.582661498187877,0.491,0.305,1,"10","BPGM"
"SPIN12",8.10855966403577e-05,0.704685584578401,0.462,0.291,1,"10","SPIN1"
"HSF21",8.11537727659255e-05,0.783208195531342,0.321,0.169,1,"10","HSF2"
"GRIA34",8.17077219822792e-05,0.879427961876347,0.368,0.206,1,"10","GRIA3"
"NUMBL2",8.17256297630725e-05,1.20306657076674,0.311,0.174,1,"10","NUMBL"
"PDCD21",8.17598677668997e-05,0.684118316331996,0.5,0.326,1,"10","PDCD2"
"SOCS41",8.18430659641898e-05,0.910773185162959,0.321,0.176,1,"10","SOCS4"
"MRPL351",8.18859462713688e-05,0.892888151909812,0.34,0.187,1,"10","MRPL35"
"DDX64",8.26544542810699e-05,0.603677011722382,0.642,0.454,1,"10","DDX6"
"MRPL58",8.31709098722826e-05,0.842882652410314,0.387,0.23,1,"10","MRPL58"
"DNAJC81",8.34494557969323e-05,0.542916880027,0.698,0.575,1,"10","DNAJC8"
"DDX511",8.43335755904516e-05,1.14735378560558,0.264,0.133,1,"10","DDX51"
"C8orf821",8.46919338390966e-05,0.83506295060537,0.377,0.217,1,"10","C8orf82"
"CDC372",8.53107664168736e-05,0.376023948710854,0.877,0.681,1,"10","CDC37"
"NDUFA82",8.55732191884991e-05,0.480175590033309,0.717,0.507,1,"10","NDUFA8"
"DTD13",8.73330246587079e-05,0.661489424732646,0.594,0.427,1,"10","DTD1"
"ZNF7712",8.77313682828542e-05,1.48698095409896,0.283,0.149,1,"10","ZNF771"
"BSCL22",8.83852613906894e-05,0.624230660326939,0.5,0.325,1,"10","BSCL2"
"NKAPD12",8.84511476603384e-05,0.82817584628295,0.377,0.216,1,"10","NKAPD1"
"RB1CC12",8.93398166441909e-05,0.517723739745101,0.66,0.451,1,"10","RB1CC1"
"SDHAF33",8.9495892465496e-05,0.823686164167849,0.425,0.261,1,"10","SDHAF3"
"PRKRA4",9.08882914735716e-05,0.53999541657944,0.632,0.446,1,"10","PRKRA"
"EIF52",9.13711238454981e-05,0.274610556855116,0.934,0.872,1,"10","EIF5"
"LPCAT12",9.18370523118671e-05,0.596987793062667,0.481,0.306,1,"10","LPCAT1"
"MTRES13",9.29554589700344e-05,1.01122902946129,0.33,0.187,1,"10","MTRES1"
"CDK9",9.33854984730112e-05,0.642408103260337,0.434,0.259,1,"10","CDK9"
"AGO21",9.43920849730275e-05,0.60761106389807,0.443,0.266,1,"10","AGO2"
"POLR2H2",9.5797587425216e-05,0.609126243965289,0.575,0.405,1,"10","POLR2H"
"CDK5RAP1",9.66031477297109e-05,0.790407721579371,0.302,0.158,1,"10","CDK5RAP1"
"STAG21",9.67215009275993e-05,0.721820490897027,0.538,0.375,1,"10","STAG2"
"GPC13",9.77364690900948e-05,0.389595847218602,0.613,0.424,1,"10","GPC1"
"FOXD14",9.77978942943636e-05,1.09694788519921,0.34,0.197,1,"10","FOXD1"
"CAPN7",9.78994626561252e-05,1.00776170614289,0.311,0.167,1,"10","CAPN7"
"MSI22",9.84061544176552e-05,0.576086183538956,0.604,0.434,1,"10","MSI2"
"HUWE1",9.85539605460273e-05,0.778900116497303,0.415,0.252,1,"10","HUWE1"
"FAM171B3",9.86993546068592e-05,0.84552375939566,0.453,0.28,1,"10","FAM171B"
"ZNF2263",9.90087404916692e-05,0.622111826990144,0.491,0.305,1,"10","ZNF226"
"C8orf333",9.97709904176122e-05,0.701305550749054,0.453,0.286,1,"10","C8orf33"
"PMPCB3",0.000101076266025229,0.592203949469314,0.585,0.398,1,"10","PMPCB"
"FLAD12",0.000101426352755012,0.66957757711694,0.34,0.183,1,"10","FLAD1"
"SDCCAG81",0.000104098943160879,0.785626231375364,0.472,0.309,1,"10","SDCCAG8"
"LYRM13",0.00010416069896376,0.797320832181647,0.415,0.24,1,"10","LYRM1"
"LINC010032",0.000104369924638016,0.754057317527549,0.462,0.284,1,"10","LINC01003"
"PAGR11",0.000104749680131494,0.697217189758187,0.453,0.282,1,"10","PAGR1"
"MT-ND33",0.000105071742607366,0.317756107525581,0.972,0.925,1,"10","MT-ND3"
"ABCB83",0.000105613742221598,0.629922731785712,0.406,0.234,1,"10","ABCB8"
"STRADA1",0.000105619583621402,0.897185879907274,0.33,0.181,1,"10","STRADA"
"FARSA1",0.000106945064167438,0.865069906743599,0.491,0.336,1,"10","FARSA"
"STT3B1",0.000107820645475019,0.507318460913116,0.632,0.427,1,"10","STT3B"
"NUFIP1",0.00010797803338313,0.976089517257384,0.264,0.132,1,"10","NUFIP1"
"MRPS122",0.000109505535136711,0.562213591414626,0.679,0.498,1,"10","MRPS12"
"SNX16",0.000111313162305837,1.02738740610371,0.311,0.172,1,"10","SNX16"
"NFIC4",0.000111420463824437,0.498060496530408,0.783,0.641,1,"10","NFIC"
"RPRD1A3",0.000111842886474221,0.641896787929729,0.509,0.34,1,"10","RPRD1A"
"LRCH31",0.000112268275751683,0.750337577456063,0.34,0.189,1,"10","LRCH3"
"WSB22",0.000113235315299181,0.444522776394591,0.689,0.473,1,"10","WSB2"
"NAA383",0.000114486574816197,0.453998552149472,0.783,0.575,1,"10","NAA38"
"ZFP911",0.000116510665845204,0.559799160260372,0.5,0.311,1,"10","ZFP91"
"FAM89B2",0.000116657646455039,0.587251888818508,0.528,0.35,1,"10","FAM89B"
"HMCES",0.000116986580483493,0.759404222753578,0.321,0.171,1,"10","HMCES"
"PRMT71",0.000119108323079013,0.804715814480096,0.274,0.139,1,"10","PRMT7"
"SSBP23",0.000119700387360877,0.55233390208278,0.575,0.401,1,"10","SSBP2"
"SUCLA23",0.000119887662579155,0.567801358304269,0.585,0.387,1,"10","SUCLA2"
"UBE2K1",0.000120397305834848,0.457632044889164,0.604,0.413,1,"10","UBE2K"
"PHGDH4",0.000120438834565586,0.506927482102886,0.585,0.394,1,"10","PHGDH"
"SPAG7",0.000121574288580739,0.510292154620228,0.67,0.476,1,"10","SPAG7"
"ARMC81",0.000121597128788952,0.726071261275111,0.434,0.264,1,"10","ARMC8"
"ZCCHC3",0.000122821379500423,0.797499219502605,0.255,0.124,1,"10","ZCCHC3"
"STOML22",0.000123598674837713,0.663430389326473,0.642,0.472,1,"10","STOML2"
"IFRD2",0.000123713087347254,0.962872803280392,0.415,0.26,1,"10","IFRD2"
"IARS2",0.000124542554299371,0.756202211934961,0.406,0.24,1,"10","IARS2"
"ZNF2812",0.000124601294586089,0.73519620138821,0.434,0.266,1,"10","ZNF281"
"ANKRD541",0.000125598026051009,0.596442512477416,0.311,0.159,1,"10","ANKRD54"
"TTYH33",0.00012580801307856,0.459507995353457,0.538,0.341,1,"10","TTYH3"
"TBCC4",0.000125924695482305,0.68791982661012,0.481,0.312,1,"10","TBCC"
"CPSF7",0.000126105011211875,0.662780320336193,0.396,0.233,1,"10","CPSF7"
"GTF2H1",0.000126243683234898,0.496361970396933,0.472,0.285,1,"10","GTF2H1"
"ARL5A2",0.000126620818903154,0.42909416653267,0.755,0.577,1,"10","ARL5A"
"POLG2",0.000127103378017548,0.934277177082931,0.255,0.129,1,"10","POLG2"
"RCC1L2",0.00012725318704098,0.755131857517232,0.443,0.268,1,"10","RCC1L"
"SRP681",0.000129210612334985,0.671847886374366,0.396,0.238,1,"10","SRP68"
"RNF1262",0.000131301943961493,0.554242315104669,0.585,0.406,1,"10","RNF126"
"SLC35B43",0.000132595235247627,0.678915990334372,0.396,0.233,1,"10","SLC35B4"
"LRRC4B3",0.000132703246373264,0.909917303969537,0.377,0.224,1,"10","LRRC4B"
"CCDC822",0.000133339235985174,0.519528511088563,0.547,0.361,1,"10","CCDC82"
"MMUT2",0.000133485214432412,0.889307929445188,0.349,0.202,1,"10","MMUT"
"C2orf49",0.000133580856065859,0.79331322426369,0.311,0.163,1,"10","C2orf49"
"GFOD22",0.000133735639231103,0.791913097189338,0.283,0.148,1,"10","GFOD2"
"PNPLA83",0.000134686210383518,0.449933900078602,0.783,0.637,1,"10","PNPLA8"
"MRPL382",0.000135390430395857,0.592823333805919,0.566,0.378,1,"10","MRPL38"
"MSRA3",0.000136909849577389,0.54542873084003,0.575,0.381,1,"10","MSRA"
"PSMD5",0.000137506898805593,0.883702512059608,0.264,0.134,1,"10","PSMD5"
"LENG12",0.000137877005271744,0.765793234866346,0.443,0.273,1,"10","LENG1"
"OS93",0.000138050165333536,0.478609589838182,0.717,0.538,1,"10","OS9"
"CNRIP11",0.000138717524064864,1.06329060100819,0.349,0.208,1,"10","CNRIP1"
"GPANK12",0.000139006841010644,0.728155015276922,0.358,0.203,1,"10","GPANK1"
"PIDD1",0.000139267190537794,0.814752416826783,0.264,0.132,1,"10","PIDD1"
"NDE12",0.000139379935123548,0.897803871937001,0.283,0.147,1,"10","NDE1"
"C12orf572",0.000139471090213141,0.390701308616329,0.783,0.574,1,"10","C12orf57"
"SCYL22",0.000139849592938673,0.590305769959752,0.434,0.261,1,"10","SCYL2"
"DR1",0.000140067628416391,0.690992960900637,0.425,0.265,1,"10","DR1"
"GON4L1",0.000140341466430814,0.580799427289646,0.387,0.222,1,"10","GON4L"
"DUS1L",0.000140806877451549,0.764011157674964,0.443,0.276,1,"10","DUS1L"
"DNTTIP12",0.00014162089554199,0.919283431585084,0.425,0.273,1,"10","DNTTIP1"
"GFER",0.000142046435120045,0.767457250573666,0.406,0.242,1,"10","GFER"
"TSNAX",0.00014232905132702,0.546409215764793,0.566,0.389,1,"10","TSNAX"
"MTR",0.00014304724067179,1.03956304180947,0.311,0.17,1,"10","MTR"
"IFRD12",0.000144817469059202,0.26725336837674,0.925,0.744,1,"10","IFRD1"
"PMF13",0.000145457361874596,0.700182288495422,0.547,0.374,1,"10","PMF1"
"CSNK2A2",0.000146115781415333,0.772336220735621,0.425,0.255,1,"10","CSNK2A2"
"RAD17",0.000146121716923323,0.806275066966115,0.302,0.159,1,"10","RAD17"
"ENY21",0.000148188438729708,0.283082318180045,0.849,0.696,1,"10","ENY2"
"NUP153",0.000150270852198,0.627703501320888,0.368,0.211,1,"10","NUP153"
"TTC192",0.000151094248997852,0.519453501836905,0.547,0.358,1,"10","TTC19"
"SPATA332",0.000152402107944489,0.606376602117672,0.358,0.197,1,"10","SPATA33"
"ZNRF1",0.000153085528580582,0.611467373421104,0.425,0.256,1,"10","ZNRF1"
"NDUFA101",0.000155971419440875,0.631533415530608,0.66,0.508,1,"10","NDUFA10"
"UBN22",0.000156223006361142,0.803323605334499,0.368,0.206,1,"10","UBN2"
"ABCF1",0.000156835119696587,0.707692089794601,0.481,0.313,1,"10","ABCF1"
"CTNND23",0.000156925291215365,0.625015399892828,0.462,0.288,1,"10","CTNND2"
"MRPS231",0.000156934811766912,0.618313466345998,0.585,0.42,1,"10","MRPS23"
"POLR3D",0.000157062813338331,1.30541905950727,0.283,0.152,1,"10","POLR3D"
"ZCCHC14",0.000157837798292041,0.724476281514657,0.255,0.123,1,"10","ZCCHC14"
"HRAS3",0.000159626470430977,0.52525889062216,0.67,0.471,1,"10","HRAS"
"SLC16A13",0.000159674459723268,0.480300084676916,0.651,0.435,1,"10","SLC16A1"
"ZNF1212",0.000160771487277476,1.05968412503726,0.274,0.144,1,"10","ZNF121"
"RIOK22",0.000160894614621018,0.826375291755703,0.349,0.199,1,"10","RIOK2"
"MTERF1",0.000161100941633953,1.01424486540987,0.255,0.13,1,"10","MTERF1"
"MCRS12",0.000161770419717057,0.805552952102384,0.425,0.257,1,"10","MCRS1"
"NDUFB23",0.000162259404110387,0.334167345547744,0.962,0.841,1,"10","NDUFB2"
"PPP1R373",0.000163445757395576,0.89388723535923,0.406,0.246,1,"10","PPP1R37"
"ZNF243",0.000164012074290889,0.531053234986016,0.604,0.424,1,"10","ZNF24"
"PAK24",0.000164648948805311,0.491191648626611,0.708,0.54,1,"10","PAK2"
"NUP541",0.000165516353785108,0.653828992959822,0.453,0.283,1,"10","NUP54"
"PDCL1",0.000165605109967506,0.635755652635506,0.425,0.262,1,"10","PDCL"
"SYF21",0.000166672292862666,0.364325421841499,0.717,0.544,1,"10","SYF2"
"ZNF639",0.000167975121626059,0.798896776448444,0.368,0.226,1,"10","ZNF639"
"CRY12",0.000168144810190076,0.652967779252233,0.453,0.291,1,"10","CRY1"
"EHMT11",0.000168239934999649,0.719950677406273,0.321,0.175,1,"10","EHMT1"
"TTC21B",0.000168295523815814,0.704890757937861,0.264,0.131,1,"10","TTC21B"
"HOTAIRM14",0.000168692302271547,0.997893319034112,0.358,0.21,1,"10","HOTAIRM1"
"PMEPA11",0.000168780631284762,0.486144113270565,0.491,0.302,1,"10","PMEPA1"
"SLC35A31",0.000169220758687746,0.728603715320665,0.368,0.218,1,"10","SLC35A3"
"WDR461",0.000170899444169451,0.599938640868563,0.443,0.271,1,"10","WDR46"
"PNO11",0.000172329339391427,0.70423704742503,0.443,0.282,1,"10","PNO1"
"KHDC42",0.000172895260101367,0.72604866633497,0.434,0.263,1,"10","KHDC4"
"PPP1CA2",0.000173330632437884,0.627453050647224,0.708,0.567,1,"10","PPP1CA"
"ZNF408",0.000174973051230605,0.944428419769705,0.274,0.143,1,"10","ZNF408"
"PSMB23",0.000175335344817747,0.351789528059969,0.811,0.658,1,"10","PSMB2"
"MOGS",0.00017726624692182,0.723173432864786,0.264,0.133,1,"10","MOGS"
"PCCB1",0.00017794659292775,0.818496639501983,0.368,0.215,1,"10","PCCB"
"GPATCH2L",0.00018240049731419,0.653487927753132,0.509,0.335,1,"10","GPATCH2L"
"TRAPPC41",0.000182920333407618,0.582589746485738,0.632,0.456,1,"10","TRAPPC4"
"ZMPSTE242",0.000183013782589624,0.721352497107898,0.462,0.298,1,"10","ZMPSTE24"
"MRPL9",0.000186575858500612,0.673241751396451,0.406,0.249,1,"10","MRPL9"
"NCK13",0.000188105343652913,0.66075778898035,0.453,0.291,1,"10","NCK1"
"TAF9B1",0.000188825596786608,1.01304614043515,0.274,0.147,1,"10","TAF9B"
"PLEKHA32",0.000189308461590362,0.670517119185033,0.528,0.364,1,"10","PLEKHA3"
"SCN1A2",0.000190064283339137,1.01898273829764,0.292,0.162,1,"10","SCN1A"
"HAUS4",0.000191272029054015,0.838397735608861,0.264,0.135,1,"10","HAUS4"
"UGP22",0.000192078942182222,0.510720497892904,0.66,0.468,1,"10","UGP2"
"TOR1AIP22",0.000192417098055017,0.479230227769992,0.566,0.375,1,"10","TOR1AIP2"
"CDKN1B3",0.000194807333148976,0.406440229783401,0.575,0.367,1,"10","CDKN1B"
"MAP4K44",0.000196835829371785,0.278905070758472,0.774,0.56,1,"10","MAP4K4"
"NXT12",0.000197390980233162,0.441561089593671,0.604,0.415,1,"10","NXT1"
"RPAP22",0.000197635309103123,0.762608735623986,0.349,0.205,1,"10","RPAP2"
"CBX44",0.000198367034049861,0.552808408960801,0.519,0.339,1,"10","CBX4"
"CCT43",0.000198530291896914,0.320721146058115,0.849,0.735,1,"10","CCT4"
"CLNS1A3",0.0001985775528555,0.466221854009247,0.736,0.562,1,"10","CLNS1A"
"TMEM200C2",0.000199744978562109,1.08885374398106,0.264,0.137,1,"10","TMEM200C"
"ISCA22",0.000204112882947594,0.640188002065518,0.472,0.303,1,"10","ISCA2"
"POLR3K1",0.000204956555062497,0.964861855331143,0.33,0.19,1,"10","POLR3K"
"RAD23B2",0.000205186123086707,0.512019002635318,0.66,0.471,1,"10","RAD23B"
"CMTR22",0.000206429206312445,0.864817706251556,0.358,0.214,1,"10","CMTR2"
"NOVA23",0.000208108832930126,0.844011380361042,0.33,0.189,1,"10","NOVA2"
"TM7SF32",0.000209853127450912,0.777862779516703,0.453,0.295,1,"10","TM7SF3"
"VPS50",0.000210861027279555,1.00168471659536,0.274,0.144,1,"10","VPS50"
"BRAT13",0.00021269844849977,0.863073647366942,0.321,0.178,1,"10","BRAT1"
"ELAVL34",0.000212797089035611,0.534711432208461,0.594,0.399,1,"10","ELAVL3"
"LINC00342",0.000214500799228278,1.06239724706081,0.255,0.131,1,"10","LINC00342"
"MSANTD41",0.000215100537563263,0.594698990728708,0.321,0.172,1,"10","MSANTD4"
"AKR1B12",0.000216703939209252,0.488001717309811,0.67,0.481,1,"10","AKR1B1"
"LEMD3",0.000217222841020211,0.867957268007683,0.292,0.158,1,"10","LEMD3"
"MMADHC2",0.000217486441172645,0.462217607769,0.604,0.413,1,"10","MMADHC"
"C1orf1741",0.000220547172565321,0.628121685719569,0.358,0.206,1,"10","C1orf174"
"POGZ3",0.000222208451774177,0.712148005478028,0.443,0.287,1,"10","POGZ"
"HSP90AA14",0.000222371501961854,0.262877791763296,0.981,0.985,1,"10","HSP90AA1"
"SULF22",0.000226014839998552,0.648634495589944,0.349,0.201,1,"10","SULF2"
"NME74",0.000227440534799475,0.770943051295041,0.377,0.227,1,"10","NME7"
"AGPAT13",0.000231419796885337,0.670605474548899,0.453,0.282,1,"10","AGPAT1"
